# started on Sat Feb 28 16:36:24 2015

   160.061169019,15080476,,cache-misses
   160.061169019,39599326,,LLC-loads
   160.061169019,0,,major-faults
   160.061169019,24,,minor-faults
   160.061169019,147856148,,L1-dcache-load-misses
   165.062219653,10873304148,,iTLB-loads
   165.062219653,19966.772745,,cpu-clock
   165.062219653,43108824,,branch-misses
   165.062219653,51,,cpu-migrations
   165.062219653,19966.371953,,task-clock
   165.062219653,3349807935,,stalled-cycles-backend
   165.062219653,1328,,context-switches
   165.062219653,32,,page-faults
   165.062219653,10715905932,,instructions
   165.062219653,16523221,,cache-misses
   165.062219653,43046400,,LLC-loads
   165.062219653,0,,major-faults
   165.062219653,31,,minor-faults
   165.062219653,134041300,,L1-dcache-load-misses
   170.063129826,22398177030,,iTLB-loads
   170.063129826,19964.829580,,cpu-clock
   170.063129826,115405109,,branch-misses
   170.063129826,72,,cpu-migrations
   170.063129826,19964.914641,,task-clock
   170.063129826,5416676752,,stalled-cycles-backend
   170.063129826,1460,,context-switches
   170.063129826,162,,page-faults
   170.063129826,24976887105,,instructions
   170.063129826,29516885,,cache-misses
   170.063129826,89609959,,LLC-loads
   170.063129826,0,,major-faults
   170.063129826,160,,minor-faults
   170.063129826,320688820,,L1-dcache-load-misses
   175.064055319,9336985692,,iTLB-loads
   175.064055319,19963.919835,,cpu-clock
   175.064055319,38846495,,branch-misses
   175.064055319,53,,cpu-migrations
   175.064055319,19963.895483,,task-clock
   175.064055319,2564212347,,stalled-cycles-backend
   175.064055319,1314,,context-switches
   175.064055319,44,,page-faults
   175.064055319,11951311052,,instructions
   175.064055319,18462926,,cache-misses
   175.064055319,35368935,,LLC-loads
   175.064055319,0,,major-faults
   175.064055319,43,,minor-faults
   175.064055319,102326025,,L1-dcache-load-misses
   180.064476111,12461889919,,iTLB-loads
   180.064476111,19964.749274,,cpu-clock
   180.064476111,60294452,,branch-misses
   180.064476111,52,,cpu-migrations
   180.064476111,19964.081310,,task-clock
   180.064476111,3470726551,,stalled-cycles-backend
   180.064476111,1326,,context-switches
   180.064476111,13,,page-faults
   180.064476111,13600267110,,instructions
   180.064476111,18775710,,cache-misses
   180.064476111,61402558,,LLC-loads
   180.064476111,0,,major-faults
   180.064476111,13,,minor-faults
   180.064476111,215348034,,L1-dcache-load-misses
   185.064758094,21546015652,,iTLB-loads
   185.064758094,19961.728386,,cpu-clock
   185.064758094,85235447,,branch-misses
   185.064758094,64,,cpu-migrations
   185.064758094,19961.741017,,task-clock
   185.064758094,3571047437,,stalled-cycles-backend
   185.064758094,1463,,context-switches
   185.064758094,20,,page-faults
   185.064758094,18616055717,,instructions
   185.064758094,22271581,,cache-misses
   185.064758094,66598352,,LLC-loads
   185.064758094,0,,major-faults
   185.064758094,19,,minor-faults
   185.064758094,293924149,,L1-dcache-load-misses
   190.065157300,17094580459,,iTLB-loads
   190.065157300,19962.096240,,cpu-clock
   190.065157300,77703102,,branch-misses
   190.065157300,67,,cpu-migrations
   190.065157300,19962.223526,,task-clock
   190.065157300,3583497095,,stalled-cycles-backend
   190.065157300,1453,,context-switches
   190.065157300,205,,page-faults
   190.065157300,17068724850,,instructions
   190.065157300,24889892,,cache-misses
   190.065157300,90298437,,LLC-loads
   190.065157300,0,,major-faults
   190.065157300,200,,minor-faults
   190.065157300,264072688,,L1-dcache-load-misses
   195.065560158,21160637005,,iTLB-loads
   195.065560158,19962.023168,,cpu-clock
   195.065560158,86838297,,branch-misses
   195.065560158,105,,cpu-migrations
   195.065560158,19962.125669,,task-clock
   195.065560158,4926422045,,stalled-cycles-backend
   195.065560158,1513,,context-switches
   195.065560158,2601,,page-faults
   195.065560158,19947315696,,instructions
   195.065560158,27001788,,cache-misses
   195.065560158,72293508,,LLC-loads
   195.065560158,0,,major-faults
   195.065560158,2598,,minor-faults
   195.065560158,218887067,,L1-dcache-load-misses
   200.066603703,14771213358,,iTLB-loads
   200.066603703,19962.642940,,cpu-clock
   200.066603703,61837339,,branch-misses
   200.066603703,55,,cpu-migrations
   200.066603703,19963.099106,,task-clock
   200.066603703,3192057796,,stalled-cycles-backend
   200.066603703,1413,,context-switches
   200.066603703,33,,page-faults
   200.066603703,14683881451,,instructions
   200.066603703,23849352,,cache-misses
   200.066603703,70806670,,LLC-loads
   200.066603703,0,,major-faults
   200.066603703,33,,minor-faults
   200.066603703,196818977,,L1-dcache-load-misses
   205.067563426,17047482820,,iTLB-loads
   205.067563426,19964.621761,,cpu-clock
   205.067563426,69017588,,branch-misses
   205.067563426,57,,cpu-migrations
   205.067563426,19965.012954,,task-clock
   205.067563426,3135994036,,stalled-cycles-backend
   205.067563426,1393,,context-switches
   205.067563426,32,,page-faults
   205.067563426,15897262092,,instructions
   205.067563426,26180290,,cache-misses
   205.067563426,66300518,,LLC-loads
   205.067563426,0,,major-faults
   205.067563426,30,,minor-faults
   205.067563426,217567345,,L1-dcache-load-misses
   210.069147391,13793410004,,iTLB-loads
   210.069147391,19965.245883,,cpu-clock
   210.069147391,49585611,,branch-misses
   210.069147391,57,,cpu-migrations
   210.069147391,19965.293836,,task-clock
   210.069147391,4418395639,,stalled-cycles-backend
   210.069147391,1419,,context-switches
   210.069147391,60,,page-faults
   210.069147391,11042588136,,instructions
   210.069147391,19585074,,cache-misses
   210.069147391,57525950,,LLC-loads
   210.069147391,0,,major-faults
   210.069147391,60,,minor-faults
   210.069147391,199713329,,L1-dcache-load-misses
   215.070768361,11167417959,,iTLB-loads
   215.070768361,19966.982511,,cpu-clock
   215.070768361,53285187,,branch-misses
   215.070768361,60,,cpu-migrations
   215.070768361,19967.223768,,task-clock
   215.070768361,2792931708,,stalled-cycles-backend
   215.070768361,1419,,context-switches
   215.070768361,16,,page-faults
   215.070768361,9579102950,,instructions
   215.070768361,18035995,,cache-misses
   215.070768361,40460820,,LLC-loads
   215.070768361,0,,major-faults
   215.070768361,15,,minor-faults
   215.070768361,134857337,,L1-dcache-load-misses
   220.072284041,10492311648,,iTLB-loads
   220.072284041,19967.020800,,cpu-clock
   220.072284041,51956471,,branch-misses
   220.072284041,214,,cpu-migrations
   220.072284041,19966.703783,,task-clock
   220.072284041,2342229069,,stalled-cycles-backend
   220.072284041,1995,,context-switches
   220.072284041,2787,,page-faults
   220.072284041,10460470105,,instructions
   220.072284041,18454082,,cache-misses
   220.072284041,56357573,,LLC-loads
   220.072284041,0,,major-faults
   220.072284041,2787,,minor-faults
   220.072284041,164355141,,L1-dcache-load-misses
   225.073874712,14715581049,,iTLB-loads
   225.073874712,19968.433349,,cpu-clock
   225.073874712,63550295,,branch-misses
   225.073874712,83,,cpu-migrations
   225.073874712,19968.079144,,task-clock
   225.073874712,3430536894,,stalled-cycles-backend
   225.073874712,1369,,context-switches
   225.073874712,14,,page-faults
   225.073874712,17029325749,,instructions
   225.073874712,25028322,,cache-misses
   225.073874712,65689231,,LLC-loads
   225.073874712,0,,major-faults
   225.073874712,12,,minor-faults
   225.073874712,197538512,,L1-dcache-load-misses
   230.075093904,16308479180,,iTLB-loads
   230.075093904,19964.639943,,cpu-clock
   230.075093904,69792826,,branch-misses
   230.075093904,64,,cpu-migrations
   230.075093904,19964.794728,,task-clock
   230.075093904,4310434043,,stalled-cycles-backend
   230.075093904,1562,,context-switches
   230.075093904,70,,page-faults
   230.075093904,15663740325,,instructions
   230.075093904,22368598,,cache-misses
   230.075093904,70288695,,LLC-loads
   230.075093904,0,,major-faults
   230.075093904,70,,minor-faults
   230.075093904,200957555,,L1-dcache-load-misses
   235.076116747,16734366022,,iTLB-loads
   235.076116747,19965.561750,,cpu-clock
   235.076116747,78800430,,branch-misses
   235.076116747,93,,cpu-migrations
   235.076116747,19965.298623,,task-clock
   235.076116747,3954816658,,stalled-cycles-backend
   235.076116747,1516,,context-switches
   235.076116747,41,,page-faults
   235.076116747,16846605803,,instructions
   235.076116747,30186449,,cache-misses
   235.076116747,66034052,,LLC-loads
   235.076116747,0,,major-faults
   235.076116747,34,,minor-faults
   235.076116747,188563368,,L1-dcache-load-misses
   240.077694347,22593725456,,iTLB-loads
   240.077694347,19965.218020,,cpu-clock
   240.077694347,118058312,,branch-misses
   240.077694347,93,,cpu-migrations
   240.077694347,19965.613530,,task-clock
   240.077694347,4915533801,,stalled-cycles-backend
   240.077694347,1444,,context-switches
   240.077694347,39,,page-faults
   240.077694347,24478622037,,instructions
   240.077694347,28972590,,cache-misses
   240.077694347,69777482,,LLC-loads
   240.077694347,0,,major-faults
   240.077694347,36,,minor-faults
   240.077694347,242598344,,L1-dcache-load-misses
   245.079148911,16474359747,,iTLB-loads
   245.079148911,19966.805602,,cpu-clock
   245.079148911,70093626,,branch-misses
   245.079148911,90,,cpu-migrations
   245.079148911,19966.801970,,task-clock
   245.079148911,3990096508,,stalled-cycles-backend
   245.079148911,1562,,context-switches
   245.079148911,19,,page-faults
   245.079148911,16489182990,,instructions
   245.079148911,26965383,,cache-misses
   245.079148911,65427680,,LLC-loads
   245.079148911,0,,major-faults
   245.079148911,17,,minor-faults
   245.079148911,197674164,,L1-dcache-load-misses
   250.080024483,18382780942,,iTLB-loads
   250.080024483,19965.720905,,cpu-clock
   250.080024483,78842823,,branch-misses
   250.080024483,71,,cpu-migrations
   250.080024483,19965.807359,,task-clock
   250.080024483,3956587169,,stalled-cycles-backend
   250.080024483,1455,,context-switches
   250.080024483,35,,page-faults
   250.080024483,18689436643,,instructions
   250.080024483,32741744,,cache-misses
   250.080024483,92259983,,LLC-loads
   250.080024483,0,,major-faults
   250.080024483,33,,minor-faults
   250.080024483,338592507,,L1-dcache-load-misses
   255.080934315,18283708774,,iTLB-loads
   255.080934315,19964.157773,,cpu-clock
   255.080934315,64703632,,branch-misses
   255.080934315,70,,cpu-migrations
   255.080934315,19964.117544,,task-clock
   255.080934315,3680950041,,stalled-cycles-backend
   255.080934315,1453,,context-switches
   255.080934315,2503,,page-faults
   255.080934315,15590122710,,instructions
   255.080934315,21800227,,cache-misses
   255.080934315,78150100,,LLC-loads
   255.080934315,0,,major-faults
   255.080934315,2503,,minor-faults
   255.080934315,242833324,,L1-dcache-load-misses
   260.081368009,26541133236,,iTLB-loads
   260.081368009,19964.258457,,cpu-clock
   260.081368009,98991068,,branch-misses
   260.081368009,96,,cpu-migrations
   260.081368009,19963.419733,,task-clock
   260.081368009,4489790534,,stalled-cycles-backend
   260.081368009,1578,,context-switches
   260.081368009,51,,page-faults
   260.081368009,27264076269,,instructions
   260.081368009,33356964,,cache-misses
   260.081368009,106078004,,LLC-loads
   260.081368009,0,,major-faults
   260.081368009,46,,minor-faults
   260.081368009,401971352,,L1-dcache-load-misses
   265.082103115,20846592153,,iTLB-loads
   265.082103115,19962.184773,,cpu-clock
   265.082103115,79394284,,branch-misses
   265.082103115,74,,cpu-migrations
   265.082103115,19962.445001,,task-clock
   265.082103115,6020815932,,stalled-cycles-backend
   265.082103115,1566,,context-switches
   265.082103115,37,,page-faults
   265.082103115,21294375323,,instructions
   265.082103115,31104854,,cache-misses
   265.082103115,96130744,,LLC-loads
   265.082103115,0,,major-faults
   265.082103115,34,,minor-faults
   265.082103115,338589432,,L1-dcache-load-misses
   270.083114222,26419237630,,iTLB-loads
   270.083114222,19964.140877,,cpu-clock
